#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F560W  F770W  F1000W F1130W F1280W F1500W F1800W F2100W F2550W   Mact
 3  10.07 -1.91  0.45059 -1.238 3.662  4.925 13.10  0.040 0.00 20.965 18.739 18.713 18.703 18.701 18.702 18.699 18.694 18.691 18.689  0.451 
 3  10.07 -1.91  0.02923 -5.112 2.979  4.880 13.20  0.040 0.86 30.014 23.975 23.957 23.849 23.504 23.247 23.172 23.202 23.035 22.506  0.029 
 3  10.07 -1.91  0.53239 -0.976 3.687  4.835 13.30  0.040 0.00 20.509 18.466 18.447 18.441 18.439 18.440 18.438 18.433 18.429 18.426  0.532 
 3  10.07 -1.91  0.17195 -2.165 3.598  5.175 13.40  0.040 0.00 23.582 20.977 20.990 20.913 20.906 20.897 20.881 20.861 20.850 20.841  0.172 
 3  10.07 -1.91  0.06275 -4.951 3.064  5.390 13.50  0.040 0.00 30.649 24.919 24.853 24.788 24.526 24.324 24.279 24.317 24.210 23.815  0.063 
 3  10.07 -1.91  0.29379 -1.637 3.638  5.040 13.60  0.040 0.00 22.461 20.065 20.038 20.015 20.011 20.010 20.005 19.997 19.993 19.992  0.294 
 3  10.07 -1.91  0.01628 -4.693 3.044  4.465 13.60  0.040 0.00 30.103 24.229 24.111 24.192 23.933 23.730 23.672 23.681 23.547 23.050  0.016 
 3  10.07 -1.91  0.42055 -1.324 3.657  4.959 13.70  0.040 0.00 21.779 19.513 19.486 19.474 19.472 19.473 19.470 19.464 19.461 19.459  0.421 
 3  10.07 -1.91  0.05717 -4.942 3.040  5.120 13.70  0.040 0.75 30.335 24.473 24.428 24.332 24.033 23.818 23.763 23.788 23.613 23.015  0.043 
 3  10.07 -1.91  0.18259 -2.091 3.605  5.158 13.80  0.040 0.00 23.798 21.230 21.236 21.169 21.162 21.155 21.141 21.124 21.114 21.108  0.183 
 3  10.07 -1.91  0.05030 -4.896 3.050  5.104 13.90  0.040 0.84 30.577 24.708 24.658 24.575 24.273 24.052 23.988 24.013 23.843 23.274  0.042 
 3  10.07 -1.91  0.01838 -4.945 2.994  4.568 13.90  0.040 0.00 31.033 25.016 24.975 24.917 24.603 24.371 24.302 24.315 24.145 23.570  0.018 
 3  10.07 -1.91  0.01722 -4.599 3.063  4.425 14.00  0.040 0.90 29.744 23.873 23.750 23.841 23.582 23.376 23.319 23.334 23.218 22.769  0.015 
 3  10.07 -1.91  0.30868 -1.597 3.640  5.032 14.10  0.040 0.00 22.863 20.482 20.455 20.433 20.430 20.429 20.425 20.417 20.413 20.412  0.309 
 3  10.07 -1.91  0.24821 -1.770 3.630  5.068 14.20  0.040 0.74 22.967 20.478 20.463 20.421 20.416 20.412 20.403 20.391 20.385 20.381  0.248 
 3  10.07 -1.91  0.15905 -2.254 3.589  5.195 14.20  0.040 0.00 24.606 21.946 21.953 21.872 21.865 21.853 21.834 21.815 21.803 21.791  0.159 
 3  10.07 -1.91  0.01753 -4.843 3.014  4.527 14.30  0.040 0.00 31.178 25.218 25.150 25.138 24.847 24.633 24.569 24.572 24.384 23.734  0.018 
 3  10.07 -1.91  0.07192 -4.200 3.239  5.398 14.30  0.040 0.00 29.569 24.778 24.611 24.475 24.344 24.306 24.239 24.207 24.166 23.612  0.072 
 3  10.07 -1.91  0.18946 -2.044 3.610  5.146 14.40  0.040 0.00 24.279 21.732 21.731 21.672 21.666 21.660 21.648 21.632 21.623 21.618  0.189 
 3  10.07 -1.91  0.02299 -4.913 3.000  4.555 14.40  0.040 0.79 30.938 24.907 24.874 24.803 24.478 24.235 24.163 24.182 24.016 23.458  0.018 
 3  10.07 -1.91  0.02231 -5.133 2.961  4.709 14.50  0.040 0.00 32.103 26.018 26.008 25.908 25.553 25.279 25.197 25.237 25.119 24.750  0.022 
 3  10.07 -1.91  0.02080 -5.138 2.957  4.667 14.50  0.040 0.00 32.114 26.014 26.008 25.910 25.553 25.272 25.187 25.232 25.137 24.835  0.021 
 3  10.07 -1.91  0.09909 -2.899 3.523  5.371 14.60  0.040 0.00 26.619 23.616 23.557 23.459 23.461 23.434 23.403 23.400 23.407 23.371  0.099 
 3  10.07 -1.91  0.02740 -5.118 2.974  4.837 14.70  0.040 0.79 31.534 25.469 25.456 25.352 25.002 24.736 24.657 24.692 24.554 24.110  0.027 
 3  10.07 -1.91  0.17505 -2.143 3.600  5.170 14.70  0.040 0.00 24.829 22.236 22.251 22.175 22.167 22.159 22.144 22.124 22.113 22.106  0.175 
 3  10.07 -1.91  0.08676 -3.530 3.411  5.496 14.80  0.040 0.95 27.946 24.304 24.202 23.912 23.865 23.856 23.799 23.701 23.773 23.287  0.087 
 3  10.07 -1.91  0.15853 -2.258 3.588  5.195 14.80  0.040 0.00 25.215 22.553 22.560 22.478 22.471 22.459 22.440 22.421 22.410 22.397  0.159 
 3  10.07 -1.91  0.18210 -2.095 3.605  5.159 14.90  0.040 0.83 24.390 21.771 21.777 21.702 21.696 21.686 21.669 21.651 21.640 21.630  0.182 
 3  10.07 -1.91  0.05694 -5.188 3.004  5.342 14.90  0.040 0.89 32.051 26.077 26.065 25.903 25.562 25.325 25.254 25.279 25.066 24.411  0.057 
 3  10.07 -1.91  0.30660 -1.602 3.640  5.033 15.00  0.040 0.85 23.176 20.771 20.745 20.720 20.716 20.715 20.710 20.701 20.697 20.696  0.307 
 3  10.07 -1.91  0.08219 -3.812 3.346  5.497 15.10  0.040 0.00 29.400 25.514 25.378 25.090 25.023 25.030 24.953 24.863 24.920 24.422  0.082 
 3  10.07 -1.91  0.03611 -4.902 3.039  4.999 15.10  0.040 0.91 31.506 25.623 25.568 25.503 25.207 24.990 24.933 24.953 24.780 24.178  0.036 
 3  10.07 -1.91  0.02662 -5.120 2.972  4.819 15.20  0.040 0.91 32.027 25.972 25.957 25.851 25.502 25.240 25.163 25.195 25.043 24.561  0.027 
 3  10.07 -1.91  0.15249 -2.300 3.584  5.203 15.30  0.040 0.99 25.081 22.391 22.395 22.310 22.303 22.290 22.269 22.250 22.239 22.224  0.152 
 3  10.07 -1.91  0.03676 -4.880 3.045  5.009 15.40  0.040 0.99 31.638 25.811 25.741 25.705 25.428 25.220 25.167 25.190 25.042 24.505  0.037 
 3  10.07 -1.91  0.22407 -1.870 3.624  5.099 15.40  0.040 0.00 24.846 22.360 22.338 22.302 22.297 22.294 22.287 22.276 22.270 22.268  0.224 
 3  10.07 -1.91  0.19673 -1.993 3.615  5.132 15.50  0.040 0.83 24.748 22.180 22.178 22.116 22.110 22.103 22.089 22.073 22.064 22.057  0.197 
 3  10.07 -1.91  0.08756 -3.449 3.427  5.483 15.60  0.040 0.00 28.992 25.599 25.536 25.261 25.237 25.207 25.175 25.077 25.157 24.717  0.088 
 3  10.07 -1.91  0.01479 -4.523 3.078  4.388 15.60  0.040 0.00 31.676 25.892 25.720 25.906 25.675 25.473 25.424 25.461 25.445 25.356  0.015 
 3  10.07 -1.91  0.32663 -1.552 3.643  5.022 15.80  0.040 0.87 23.826 21.444 21.417 21.395 21.392 21.391 21.386 21.379 21.374 21.373  0.327 
 3  10.07 -1.91  0.71290 -0.220 3.781  4.582 15.90  0.040 0.00 21.221 19.902 19.895 19.887 19.883 19.883 19.878 19.871 19.866 19.861  0.713 
 3  10.07 -1.91  0.11846 -2.616 3.556  5.296 16.10  0.040 0.00 27.411 24.550 24.517 24.446 24.451 24.428 24.401 24.393 24.391 24.362  0.118 
 3  10.07 -1.91  0.09090 -3.173 3.481  5.438 16.10  0.040 0.00 28.802 25.682 25.583 25.421 25.399 25.361 25.322 25.312 25.326 25.284  0.091 
 3  10.07 -1.91  0.61651 -0.640 3.732  4.741 16.20  0.040 0.00 22.571 20.865 20.857 20.851 20.848 20.848 20.844 20.837 20.833 20.829  0.617 
 3  10.07 -1.91  0.18831 -2.052 3.609  5.148 16.30  0.040 0.00 26.199 23.649 23.648 23.588 23.582 23.576 23.564 23.548 23.539 23.533  0.188 
 3  10.07 -1.91  0.34031 -1.518 3.645  5.014 16.40  0.040 0.74 24.471 22.087 22.060 22.037 22.034 22.033 22.028 22.020 22.016 22.015  0.340 
 3  10.07 -1.91  0.15218 -2.302 3.584  5.204 16.40  0.040 0.81 26.461 23.718 23.711 23.630 23.627 23.610 23.588 23.572 23.564 23.544  0.152 
 3  10.07 -1.91  0.25061 -1.761 3.630  5.065 16.50  0.040 0.00 25.672 23.227 23.201 23.172 23.168 23.166 23.160 23.150 23.145 23.144  0.251 
 3  10.07 -1.91  0.13816 -2.429 3.572  5.243 16.60  0.040 0.74 27.079 24.257 24.236 24.150 24.148 24.128 24.102 24.089 24.084 24.059  0.138 
 3  10.07 -1.91  0.21329 -1.915 3.621  5.112 17.00  0.040 0.00 26.558 24.060 24.042 24.001 23.996 23.993 23.984 23.973 23.966 23.964  0.213 
 3  10.07 -1.91  0.28081 -1.674 3.636  5.049 17.20  0.040 0.00 26.155 23.744 23.717 23.692 23.688 23.687 23.682 23.673 23.669 23.667  0.281 
 3  10.07 -1.91  0.16090 -2.241 3.590  5.192 17.80  0.040 0.94 27.500 24.830 24.836 24.753 24.747 24.734 24.715 24.695 24.684 24.671  0.161 
 3  10.07 -1.89  0.91389 -2.192 4.117  7.863 11.20  0.040 0.00 21.450 22.720 22.726 22.727 22.728 22.731 22.733 22.732 22.731 22.733  0.661 
 3  10.07 -1.89  0.02651 -5.120 2.972  4.816 11.90  0.040 0.00 29.471 23.427 23.410 23.302 22.956 22.697 22.621 22.652 22.489 21.974  0.027 
 3  10.07 -1.89  0.01495 -4.536 3.076  4.396 12.00  0.040 0.00 28.109 22.312 22.139 22.329 22.097 21.894 21.844 21.882 21.872 21.811  0.015 
 3  10.07 -1.89  0.01714 -4.797 3.023  4.508 12.30  0.040 0.00 29.062 23.131 23.048 23.063 22.782 22.573 22.512 22.512 22.329 21.679  0.017 
 3  10.07 -1.89  0.43798 -1.274 3.660  4.940 12.60  0.040 0.00 20.555 18.313 18.286 18.275 18.274 18.274 18.271 18.266 18.262 18.261  0.438 
 3  10.07 -1.89  0.03955 -4.785 3.071  5.050 12.70  0.040 0.00 29.433 23.716 23.616 23.624 23.373 23.162 23.116 23.164 23.125 22.964  0.040 
 3  10.07 -1.89  0.02861 -5.114 2.978  4.865 12.80  0.040 0.70 29.634 23.569 23.556 23.453 23.103 22.835 22.755 22.793 22.660 22.228  0.029 
 3  10.07 -1.89  0.65201 -0.493 3.750  4.690 13.10  0.040 0.00 19.102 17.537 17.531 17.524 17.520 17.519 17.515 17.508 17.502 17.499  0.652 
 3  10.07 -1.89  0.04226 -4.901 3.049  5.105 13.20  0.040 0.00 30.222 24.421 24.352 24.308 24.035 23.831 23.780 23.805 23.666 23.153  0.042 
 3  10.07 -1.89  0.13311 -2.480 3.567  5.257 13.30  0.040 0.00 24.269 21.481 21.467 21.385 21.383 21.364 21.340 21.325 21.317 21.295  0.133 
 3  10.07 -1.89  0.13068 -2.503 3.565  5.264 13.40  0.040 0.00 24.427 21.626 21.609 21.529 21.528 21.508 21.483 21.470 21.463 21.439  0.131 
 3  10.07 -1.89  0.01516 -4.559 3.071  4.408 13.50  0.040 0.00 29.668 23.859 23.692 23.869 23.634 23.431 23.379 23.413 23.389 23.276  0.015 
 3  10.07 -1.89  0.01658 -4.729 3.037  4.480 13.60  0.040 0.00 30.193 24.299 24.194 24.252 23.985 23.781 23.721 23.727 23.574 23.019  0.017 
 3  10.07 -1.89  0.06360 -4.889 3.079  5.393 13.60  0.040 0.00 30.592 24.918 24.836 24.801 24.552 24.354 24.313 24.354 24.274 23.958  0.064 
 3  10.07 -1.89  0.02447 -5.127 2.967  4.766 13.70  0.040 0.00 31.287 25.222 25.209 25.105 24.754 24.489 24.410 24.444 24.301 23.850  0.024 
 3  10.07 -1.89  0.02725 -5.118 2.974  4.834 13.80  0.040 0.82 30.631 24.570 24.557 24.452 24.102 23.837 23.759 23.793 23.649 23.190  0.027 
 3  10.07 -1.89  0.02485 -5.125 2.968  4.775 13.90  0.040 0.00 31.484 25.423 25.409 25.304 24.955 24.690 24.612 24.646 24.498 24.034  0.025 
 3  10.07 -1.89  0.27057 -1.703 3.634  5.055 14.00  0.040 0.00 23.028 20.606 20.580 20.554 20.550 20.548 20.543 20.534 20.529 20.528  0.271 
 3  10.07 -1.89  0.07675 -4.011 3.291  5.444 14.00  0.040 0.00 28.798 24.453 24.288 24.046 23.962 23.967 23.885 23.811 23.817 23.288  0.077 
 3  10.07 -1.89  0.09446 -3.055 3.498  5.408 14.10  0.040 0.00 26.508 23.431 23.349 23.214 23.204 23.173 23.138 23.134 23.144 23.106  0.094 
 3  10.07 -1.89  0.01978 -4.526 3.077  4.390 14.10  0.040 0.75 29.936 24.077 23.944 24.061 23.796 23.570 23.510 23.549 23.511 23.356  0.015 
 3  10.07 -1.89  0.13613 -2.451 3.570  5.248 14.20  0.040 0.00 25.098 22.325 22.315 22.231 22.228 22.210 22.186 22.169 22.160 22.139  0.136 
 3  10.07 -1.89  0.60981 -0.669 3.728  4.750 14.20  0.040 0.00 20.643 18.907 18.899 18.894 18.890 18.890 18.886 18.880 18.875 18.871  0.610 
 3  10.07 -1.89  0.12197 -2.585 3.558  5.287 14.30  0.040 0.00 25.534 22.687 22.657 22.584 22.588 22.566 22.539 22.530 22.527 22.499  0.122 
 3  10.07 -1.89  0.08824 -3.378 3.441  5.471 14.40  0.040 0.91 27.325 23.813 23.691 23.445 23.393 23.372 23.313 23.247 23.283 22.936  0.088 
 3  10.07 -1.89  0.80992  0.414 3.826  4.182 14.40  0.040 0.00 18.135 17.155 17.149 17.142 17.139 17.138 17.134 17.128 17.123 17.119  0.810 
 3  10.07 -1.89  0.09590 -3.007 3.506  5.396 14.50  0.040 0.00 26.788 23.733 23.658 23.535 23.528 23.499 23.465 23.462 23.471 23.434  0.096 
 3  10.07 -1.89  0.11495 -2.652 3.552  5.304 14.50  0.040 0.00 25.900 23.016 22.977 22.910 22.916 22.892 22.865 22.859 22.858 22.828  0.115 
 3  10.07 -1.89  0.05919 -5.162 3.013  5.370 14.60  0.040 0.87 31.698 25.746 25.730 25.573 25.239 25.007 24.938 24.963 24.754 24.102  0.059 
 3  10.07 -1.89  0.13098 -2.500 3.565  5.263 14.60  0.040 0.87 25.049 22.212 22.185 22.111 22.113 22.092 22.066 22.056 22.052 22.025  0.131 
 3  10.07 -1.89  0.04196 -4.884 3.052  5.099 14.70  0.040 0.00 31.679 25.890 25.817 25.780 25.511 25.307 25.256 25.284 25.157 24.685  0.042 
 3  10.07 -1.89  0.04299 -4.944 3.040  5.121 14.70  0.040 0.75 31.178 25.294 25.245 25.166 24.867 24.649 24.592 24.614 24.438 23.832  0.043 
 3  10.07 -1.89  0.12320 -2.574 3.559  5.284 14.80  0.040 0.00 26.005 23.164 23.136 23.062 23.065 23.044 23.017 23.008 23.004 22.977  0.123 
 3  10.07 -1.89  0.01288 -4.363 3.105  4.275 14.80  0.040 0.00 30.478 24.842 24.683 24.820 24.605 24.419 24.383 24.402 24.306 23.880  0.013 
 3  10.07 -1.89  0.02284 -5.131 2.962  4.723 14.90  0.040 0.00 32.499 26.419 26.409 26.307 25.954 25.682 25.600 25.639 25.514 25.123  0.023 
 3  10.07 -1.89  0.27490 -1.691 3.635  5.052 14.90  0.040 0.78 23.387 20.939 20.916 20.885 20.880 20.878 20.871 20.862 20.856 20.854  0.275 
 3  10.07 -1.89  0.05834 -5.172 3.009  5.359 15.00  0.040 0.99 31.958 26.047 26.027 25.877 25.556 25.333 25.275 25.300 25.100 24.454  0.058 
 3  10.07 -1.89  0.05419 -5.115 3.005  5.182 15.00  0.040 0.85 31.943 25.998 25.977 25.834 25.505 25.276 25.213 25.237 25.033 24.384  0.046 
 3  10.07 -1.89  0.22933 -1.849 3.625  5.093 15.10  0.040 0.00 24.491 22.012 21.987 21.954 21.949 21.947 21.939 21.929 21.924 21.922  0.229 
 3  10.07 -1.89  0.15814 -2.263 3.587  5.195 15.10  0.040 0.00 25.526 22.860 22.867 22.785 22.778 22.765 22.746 22.727 22.715 22.702  0.158 
 3  10.07 -1.89  0.19365 -2.015 3.613  5.138 15.30  0.040 0.00 25.107 22.574 22.568 22.515 22.508 22.503 22.492 22.477 22.469 22.465  0.194 
 3  10.07 -1.89  0.06808 -4.561 3.157  5.407 15.40  0.040 0.00 31.572 26.259 26.103 26.147 25.943 25.779 25.759 25.791 25.692 25.167  0.068 
 3  10.07 -1.89  0.07153 -4.244 3.230  5.401 15.40  0.040 0.71 30.696 25.680 25.543 25.430 25.241 25.141 25.075 25.067 24.969 24.380  0.072 
 3  10.07 -1.89  0.01520 -4.518 3.066  4.219 15.50  0.040 0.75 30.869 25.049 24.886 25.056 24.819 24.616 24.562 24.596 24.571 24.458  0.011 
 3  10.07 -1.89  0.07757 -3.980 3.299  5.452 15.50  0.040 0.96 29.602 25.201 25.036 24.805 24.716 24.717 24.637 24.566 24.568 24.035  0.078 
 3  10.07 -1.89  0.59204 -0.741 3.718  4.771 15.70  0.040 0.00 22.322 20.514 20.503 20.498 20.495 20.496 20.492 20.486 20.481 20.478  0.592 
 3  10.07 -1.89  0.55378 -0.897 3.696  4.810 15.70  0.040 0.00 22.713 20.739 20.722 20.718 20.716 20.716 20.714 20.708 20.705 20.701  0.554 
 3  10.07 -1.89  0.48387 -1.139 3.670  4.889 15.80  0.040 0.00 23.417 21.251 21.226 21.219 21.217 21.218 21.216 21.211 21.207 21.205  0.484 
 3  10.07 -1.89  0.08814 -3.388 3.439  5.473 15.80  0.040 0.00 29.040 25.754 25.657 25.421 25.387 25.347 25.305 25.245 25.289 25.049  0.088 
 3  10.07 -1.89  0.12635 -2.544 3.562  5.275 15.90  0.040 0.00 27.030 24.206 24.182 24.106 24.107 24.087 24.061 24.049 24.044 24.019  0.126 
 3  10.07 -1.89  0.64318 -0.530 3.745  4.703 16.00  0.040 0.00 22.095 20.494 20.487 20.481 20.478 20.477 20.473 20.466 20.460 20.456  0.643 
 3  10.07 -1.89  0.21325 -1.916 3.621  5.112 16.00  0.040 0.00 25.559 23.061 23.043 23.002 22.997 22.994 22.985 22.974 22.967 22.964  0.213 
 3  10.07 -1.89  0.18020 -2.109 3.603  5.162 16.10  0.040 0.77 25.716 23.077 23.081 23.005 22.998 22.987 22.969 22.951 22.941 22.929  0.180 
 3  10.07 -1.89  0.13210 -2.489 3.566  5.260 16.40  0.040 0.00 27.393 24.600 24.584 24.503 24.502 24.483 24.458 24.444 24.436 24.413  0.132 
 3  10.07 -1.89  0.17335 -2.157 3.598  5.173 16.40  0.040 0.00 26.561 23.960 23.974 23.897 23.890 23.881 23.865 23.846 23.834 23.826  0.173 
 3  10.07 -1.89  0.32204 -1.564 3.642  5.025 16.50  0.040 0.00 25.180 22.813 22.785 22.765 22.762 22.762 22.757 22.750 22.746 22.745  0.322 
 3  10.07 -1.89  0.11012 -2.698 3.548  5.315 16.70  0.040 0.00 28.215 25.310 25.266 25.198 25.205 25.181 25.153 25.148 25.149 25.117  0.110 
 3  10.07 -1.89  0.80187  0.333 3.824  4.253 18.30  0.040 0.00 22.237 21.246 21.240 21.233 21.230 21.229 21.225 21.218 21.214 21.210  0.802 
 3  10.07 -1.89  0.22685 -1.859 3.624  5.096 18.70  0.040 0.00 28.117 25.635 25.611 25.577 25.572 25.569 25.562 25.551 25.546 25.544  0.227 
 3  10.07 -1.85  0.02246 -4.897 3.003  4.549 12.90  0.040 0.80 29.415 23.388 23.352 23.288 22.964 22.722 22.650 22.669 22.506 21.955  0.018 
 3  10.07 -1.85  0.16442 -2.222 3.591  5.186 13.00  0.040 0.00 23.325 20.682 20.691 20.610 20.603 20.592 20.573 20.554 20.542 20.531  0.164 
 3  10.07 -1.85  0.48704 -1.130 3.671  4.886 13.20  0.040 0.00 20.794 18.634 18.610 18.602 18.601 18.601 18.599 18.594 18.591 18.588  0.487 
 3  10.07 -1.85  0.15457 -2.292 3.584  5.199 13.30  0.040 0.78 23.371 20.621 20.612 20.533 20.530 20.513 20.490 20.475 20.467 20.447  0.155 
 3  10.07 -1.85  0.33700 -1.527 3.645  5.016 13.40  0.040 0.71 21.524 19.135 19.108 19.084 19.081 19.080 19.075 19.067 19.062 19.061  0.337 
 3  10.07 -1.85  0.35777 -1.477 3.648  5.005 13.50  0.040 0.00 21.962 19.631 19.603 19.587 19.584 19.584 19.580 19.574 19.570 19.569  0.358 
 3  10.07 -1.85  0.03487 -4.945 3.027  4.979 13.60  0.040 0.00 30.731 24.853 24.797 24.736 24.444 24.231 24.174 24.192 24.013 23.384  0.035 
 3  10.07 -1.85  0.07060 -4.351 3.206  5.408 13.70  0.040 0.00 29.348 24.318 24.157 24.127 23.950 23.852 23.811 23.819 23.740 23.165  0.071 
 3  10.07 -1.85  0.24205 -1.796 3.628  5.076 13.70  0.040 0.00 22.959 20.502 20.477 20.446 20.441 20.439 20.432 20.423 20.418 20.416  0.242 
 3  10.07 -1.85  0.05709 -5.067 3.015  5.165 13.80  0.040 0.79 30.624 24.713 24.685 24.556 24.239 24.017 23.959 23.983 23.786 23.141  0.045 
 3  10.07 -1.85  0.22737 -1.857 3.624  5.095 13.90  0.040 0.82 22.791 20.280 20.268 20.221 20.216 20.212 20.202 20.189 20.182 20.178  0.227 
 3  10.07 -1.85  0.12605 -2.551 3.560  5.275 13.90  0.040 0.75 24.761 21.863 21.820 21.727 21.725 21.700 21.671 21.662 21.663 21.632  0.126 
 3  10.07 -1.85  0.01562 -4.342 3.108  4.260 14.00  0.040 0.81 29.161 23.463 23.310 23.442 23.217 23.026 22.984 23.003 22.911 22.517  0.013 
 3  10.07 -1.85  0.38109 -1.425 3.651  4.992 14.10  0.040 0.94 21.746 19.426 19.397 19.382 19.380 19.380 19.376 19.370 19.366 19.365  0.381 
 3  10.07 -1.85  0.03234 -5.030 3.003  4.937 14.20  0.040 0.00 31.546 25.596 25.559 25.461 25.143 24.915 24.853 24.873 24.678 24.031  0.032 
 3  10.07 -1.85  0.01000 -4.979 2.962  4.212 14.20  0.040 0.00 31.418 25.280 25.239 25.196 24.865 24.604 24.519 24.543 24.436 24.081  0.010 
 3  10.07 -1.85  0.22074 -1.884 3.623  5.103 14.30  0.040 0.00 23.781 21.293 21.272 21.234 21.229 21.227 21.219 21.207 21.202 21.199  0.221 
 3  10.07 -1.85  0.03381 -4.981 3.017  4.962 14.30  0.040 0.00 31.521 25.613 25.564 25.488 25.185 24.966 24.908 24.926 24.738 24.095  0.034 
 3  10.07 -1.85  0.06013 -5.143 3.019  5.381 14.40  0.040 0.00 32.027 26.149 26.123 25.983 25.674 25.457 25.401 25.427 25.234 24.593  0.060 
 3  10.07 -1.85  0.10043 -2.868 3.526  5.358 14.40  0.040 0.88 26.040 22.980 22.909 22.775 22.765 22.733 22.697 22.679 22.695 22.609  0.100 
 3  10.07 -1.85  0.03686 -4.877 3.046  5.010 14.50  0.040 0.00 31.462 25.646 25.573 25.541 25.267 25.061 25.009 25.032 24.891 24.372  0.037 
 3  10.07 -1.85  0.06498 -4.788 3.103  5.398 14.50  0.040 0.00 31.239 25.664 25.549 25.566 25.335 25.147 25.114 25.145 25.035 24.557  0.065 
 3  10.07 -1.85  0.08192 -3.805 3.347  5.489 14.60  0.040 0.00 28.883 24.998 24.863 24.575 24.508 24.515 24.438 24.347 24.404 23.907  0.082 
 3  10.07 -1.85  0.14164 -2.403 3.573  5.231 14.70  0.040 0.00 25.479 22.727 22.723 22.636 22.630 22.613 22.590 22.572 22.561 22.541  0.142 
 3  10.07 -1.85  0.03351 -4.991 3.014  4.957 14.80  0.040 0.00 32.046 26.129 26.083 26.003 25.697 25.476 25.417 25.435 25.246 24.602  0.034 
 3  10.07 -1.85  0.14577 -2.364 3.576  5.218 14.80  0.040 0.81 25.006 22.222 22.207 22.127 22.125 22.106 22.081 22.067 22.060 22.037  0.146 
 3  10.07 -1.85  0.20162 -1.964 3.618  5.124 14.90  0.040 0.00 24.580 22.070 22.057 22.011 22.006 22.002 21.992 21.979 21.972 21.968  0.202 
 3  10.07 -1.85  0.78776  0.215 3.817  4.333 14.90  0.040 0.00 19.132 18.085 18.079 18.072 18.068 18.068 18.064 18.057 18.052 18.048  0.788 
 3  10.07 -1.85  0.01232 -4.317 3.112  4.241 15.00  0.040 0.77 30.562 24.968 24.813 24.935 24.724 24.544 24.511 24.526 24.412 23.906  0.012 
 3  10.07 -1.85  0.04747 -5.043 3.020  5.157 15.20  0.040 0.94 32.007 26.082 26.052 25.930 25.611 25.385 25.323 25.346 25.148 24.501  0.045 
 3  10.07 -1.85  0.02501 -4.991 2.985  4.586 15.20  0.040 0.75 31.849 25.801 25.778 25.694 25.359 25.105 25.030 25.058 24.915 24.445  0.019 
 3  10.07 -1.85  0.21132 -1.924 3.620  5.114 15.30  0.040 0.00 24.879 22.380 22.363 22.322 22.316 22.313 22.304 22.292 22.286 22.283  0.211 
 3  10.07 -1.85  0.08505 -3.681 3.380  5.515 15.40  0.040 0.00 29.373 25.716 25.607 25.305 25.257 25.247 25.189 25.089 25.169 24.688  0.085 
 3  10.07 -1.85  0.18398 -2.084 3.606  5.155 15.40  0.040 0.83 24.872 22.255 22.261 22.186 22.179 22.169 22.152 22.134 22.123 22.113  0.184 
 3  10.07 -1.85  0.01815 -4.728 3.037  4.480 15.50  0.040 0.91 31.549 25.611 25.530 25.542 25.258 25.045 24.983 24.989 24.819 24.226  0.017 
 3  10.07 -1.85  0.30774 -1.599 3.640  5.032 15.50  0.040 0.72 23.813 21.395 21.370 21.343 21.339 21.338 21.331 21.323 21.318 21.316  0.308 
 3  10.07 -1.85  0.14036 -2.416 3.572  5.234 15.60  0.040 0.71 26.091 23.266 23.245 23.155 23.153 23.133 23.106 23.094 23.089 23.064  0.140 
 3  10.07 -1.85  0.28209 -1.670 3.636  5.048 15.60  0.040 0.94 23.851 21.434 21.408 21.382 21.378 21.377 21.371 21.362 21.358 21.356  0.282 
 3  10.07 -1.85  0.01263 -4.342 3.108  4.260 15.80  0.040 0.00 31.425 25.808 25.651 25.781 25.568 25.385 25.351 25.367 25.263 24.801  0.013 
 3  10.07 -1.85  0.01252 -4.333 3.110  4.253 15.80  0.040 0.00 31.403 25.794 25.638 25.765 25.553 25.370 25.337 25.353 25.245 24.767  0.013 
 3  10.07 -1.85  0.74507 -0.059 3.797  4.501 15.90  0.040 0.00 20.817 19.616 19.609 19.602 19.598 19.597 19.593 19.586 19.581 19.577  0.745 
 3  10.07 -1.85  0.01515 -4.355 3.106  4.269 15.90  0.040 0.84 31.030 25.328 25.166 25.318 25.095 24.903 24.861 24.886 24.818 24.501  0.013 
 3  10.07 -1.85  0.11340 -2.672 3.549  5.306 16.10  0.040 0.94 26.906 23.987 23.942 23.869 23.876 23.851 23.822 23.818 23.820 23.788  0.113 
 3  10.07 -1.85  0.54798 -0.920 3.693  4.816 16.10  0.040 0.00 23.170 21.175 21.157 21.153 21.150 21.151 21.149 21.143 21.139 21.136  0.548 
 3  10.07 -1.85  0.20412 -1.954 3.619  5.122 16.20  0.040 0.00 25.854 23.347 23.333 23.288 23.283 23.279 23.269 23.257 23.250 23.246  0.204 
 3  10.07 -1.85  0.59745 -0.721 3.721  4.764 16.40  0.040 0.91 22.462 20.583 20.569 20.564 20.561 20.562 20.559 20.553 20.549 20.545  0.597 
 3  10.07 -1.85  0.12574 -2.554 3.559  5.276 16.50  0.040 0.00 27.656 24.820 24.793 24.719 24.721 24.700 24.673 24.663 24.659 24.633  0.126 
 3  10.07 -1.85  0.11743 -2.633 3.552  5.297 16.60  0.040 0.00 27.953 25.073 25.034 24.967 24.973 24.949 24.922 24.916 24.915 24.885  0.117 
