# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.18980 -27.75895 15.38826 15.74379 15.72273 15.67323 13.81071 14.05710 14.05549 14.01775
53.18033 -27.75899 19.13235 19.04394 19.10362 19.15678   nan   nan   nan   nan
53.19643 -27.75895 17.34886 17.49178 17.48222 17.41943 16.31921 16.34498 16.48848 16.48520
53.20352 -27.75883 14.01191 14.20806 14.19993 14.16405 12.99020 13.11876 13.12812 13.10442
53.19149 -27.75860 18.16377 18.49730 18.31508 18.13443 16.55888 16.89937 16.64710 16.48460
53.16531 -27.75835 17.78469 17.77417 17.76774 17.70926 16.36744 16.34919 16.39395 16.26899
53.14363 -27.75826   nan   nan   nan   nan   nan   nan   nan   nan
53.21330 -27.75812 18.77621 19.11254 19.15458 19.10158 16.79757 16.33160 16.68564 17.06597
53.17067 -27.75801 17.51260 17.73534 17.74330 17.67592 16.00394 15.92309 16.01006 16.08049
53.19667 -27.75794 17.91327 18.09708 18.06342 18.00125 17.62640 17.39847 17.60759 17.62471
53.21152 -27.75785 13.79070 14.68284 14.60150 14.48831 13.81806 14.44510 14.45860 14.42447
53.17782 -27.75788 18.96773 19.00636 18.91945 18.80215   nan   nan   nan   nan
53.18937 -27.75777   nan 21.38111   nan   nan   nan   nan   nan   nan
53.15324 -27.75763 21.47173 20.58299 22.53709   nan   nan 19.58706   nan   nan
53.15874 -27.75754 18.77955 18.62137 18.76388 18.86360 19.46606 18.20173 17.70974 17.83032
53.15624 -27.75746 17.66815 17.61025 17.62329 17.58154 16.25045 16.20025 16.20264 16.22078
53.17349 -27.75723 17.02627 17.40695 17.37254 17.29452 15.19006 15.43692 15.41639 15.31342
53.19657 -27.75707 16.91270 17.07051 17.06158 17.03739 15.52889 15.47215 15.47446 15.48578
53.21205 -27.75709 19.06008 19.23967 19.71682 20.30011 19.72294   nan   nan   nan
53.18066 -27.75694 18.99436 19.20833 19.17925 19.03841   nan 19.76524   nan   nan
53.18748 -27.75689 18.30483 18.31563 18.32296 18.29216 20.03924   nan 18.75812 17.94692
53.18358 -27.75682 16.87201 17.23168 17.17557 17.09529 16.31247 16.27613 16.33079 16.39829
53.18124 -27.75650 17.23511 17.60231 17.52497 17.44390 16.99837 16.90327 16.98493 17.21753
53.20809 -27.75652 18.11998 18.64569 18.62962 18.43849 16.91166 17.52873 17.43105 17.16264
53.20816 -27.75605 17.16642 17.15345 17.19208 17.19632 15.48884 15.39181 15.42940 15.46448
53.18408 -27.75605 19.04001 19.05904 19.01907 19.05284 17.73728 17.81959 17.59175 17.31552
53.16477 -27.75606 18.60178 18.45070 18.28695 18.12097   nan   nan 18.98175 17.93567
53.15128 -27.75602 19.95648 20.02325 21.47869 20.72875 18.72748 20.91322 19.12093 19.37922
53.17164 -27.75590 19.07220 19.24753 19.42020 19.40119 17.28629 17.44494 17.76894 17.94998
53.15642 -27.75578 18.33527 18.43657 18.40631 18.34636 16.54725 17.33216 17.06498 16.84768
53.16501 -27.75571 18.36977 18.32057 18.35925 18.40552 17.42667 17.38690 17.24585 17.38432
53.15034 -27.75558 15.88512 16.10564 16.06779 16.01460 14.54791 14.54345 14.56864 14.55824
53.18549 -27.75555 17.13452 17.41490 17.40969 17.38027 16.09029 16.40786 16.43675 16.37507
53.20452 -27.75543 14.30944 15.06210 15.02196 14.94375 12.89839 13.39216 13.38740 13.34800
53.14619 -27.75544 16.50603 16.82184 16.80073 16.75678 14.04720 14.22583 14.23358 14.19040
53.15201 -27.75541 20.30208 20.71703 21.49162 23.60233   nan   nan   nan   nan
53.15788 -27.75529 16.01026 16.14630 16.12715 16.07932 15.60449 15.62373 15.63699 15.62129
53.20217 -27.75500 16.71386 17.37471 17.32863 17.23213 13.90672 14.29324 14.26198 14.21332
53.19128 -27.75485 16.95520 17.14323 17.08659 17.02651 16.15655 16.53357 16.36383 16.27058
53.17887 -27.75479 19.44255 19.24186 19.49699 19.37499   nan 17.63115 19.20480   nan
53.19412 -27.75460 14.83436 15.11820 15.10480 15.06231 14.16395 14.33365 14.35406 14.33512
53.19057 -27.75457 19.30137 19.41322 19.24473 19.25941 17.81020 19.65588 18.06258 17.63410
53.20239 -27.75446   nan   nan   nan   nan   nan 20.83931 18.53630 18.18278
53.19066 -27.75442 18.87809 18.82255 18.82458 18.76678 17.24119 17.88221 17.50982 17.48600
53.17366 -27.75432 22.29447 22.19488 21.41903 20.82628 17.37579 17.54432 17.92718 18.43228
53.14725 -27.75428   nan   nan   nan   nan   nan   nan 18.39078 18.23667
53.20518 -27.75426 18.86884 19.31044 19.08425 18.92904 18.37265 17.78312 18.01218 18.60413
53.14773 -27.75408 17.84923 17.86580 17.85968 17.79499 16.75390 16.60866 16.89728 16.93298
53.18532 -27.75400 16.68934 16.70848 16.69213 16.66654 14.76991 14.75798 14.74220 14.72815
53.19524 -27.75384 12.31837 13.16436 13.11417 13.02839 12.05926 12.75013 12.73164 12.67961
53.15899 -27.75380 14.50857 15.53694 15.47339 15.37385 13.67284 14.32261 14.33252 14.30736
53.19172 -27.75360 14.52754 14.73176 14.73092 14.69811 13.74529 13.84782 13.87130 13.85612
53.14736 -27.75358 14.53537 15.29888 15.25355 15.17224 12.43441 12.97395 12.95707 12.90938
53.18783 -27.75352 21.25674 21.28399 21.44291 20.49664 17.59090 17.70383 17.54844 17.39220
53.17459 -27.75346 16.68897 16.80713 16.81789 16.77882 15.69925 15.96880 16.03181 16.04537
53.19753 -27.75340 19.95525 20.37723 20.33017 20.01497 17.72300 17.21838 17.65922 17.83183
53.19793 -27.75313 19.22454 19.44863 19.35097 19.12257 19.74427 18.97181 18.46191 18.90999
53.15188 -27.75308 18.91162 18.96533 18.94754 18.78508   nan 19.54673 18.35852 18.26900
53.19177 -27.75277 14.75902 15.10979 15.07471 15.00704 14.98106 15.17387 15.20084 15.20957
53.18409 -27.75271 15.11520 15.25460 15.25357 15.22573 15.32210 15.57659 15.48103 15.38979
53.18929 -27.75245 18.35270 18.36729 18.37360 18.43404 16.60159 16.66851 16.56817 16.51010
53.15792 -27.75231 16.21757 16.41804 16.39168 16.33716 16.12146 16.16392 16.09367 16.04852
53.16486 -27.75213 19.14803 19.22850 19.27845 19.17511 17.86232 17.74245 17.56596 17.59172
53.16500 -27.75198 18.15919 18.94289 18.75386 18.64972 15.49821 15.81278 15.73296 15.71150
53.15727 -27.75160 13.39477 13.77982 13.75312 13.69479 13.27603 13.53826 13.54193 13.51084
53.20237 -27.75136 12.64858 13.19715 13.15999 13.09042 12.79277 13.21119 13.20484 13.16708
53.18322 -27.75142 18.91133 18.84964 18.79219 18.77165   nan   nan   nan   nan
53.17077 -27.75122 13.86460 14.19012 14.16847 14.11601 13.44776 13.62042 13.60282 13.57011
53.18317 -27.75106 15.29374 15.78109 15.73689 15.66899 14.06776 14.35531 14.34077 14.30400
53.15302 -27.75109 18.90212 18.88821 18.82505 18.78609 17.08768 17.01724 17.22680 17.44667
53.15657 -27.75084 16.39564 16.68255 16.66936 16.62950 14.43199 14.60728 14.59754 14.54738
53.18110 -27.75069 19.55032 19.44908 19.36587 19.41900 17.48583 17.35429 17.27531 17.14250
53.15280 -27.75060 18.25515 18.48377 18.72486 18.86114 17.58379 21.02898 19.17658 18.31349
53.17424 -27.75041 18.55490 18.81954 18.70189 18.65639   nan   nan   nan 21.87789
53.15348 -27.75028 19.92076 19.91867 19.78125 19.66775 16.46935 16.40652 16.55600 16.60555
53.16083 -27.75008 14.42144 14.83453 14.80769 14.74481 14.23305 14.50368 14.49874 14.44375
53.15129 -27.74999 15.42111 16.51586 16.49357 16.44249 14.39025 15.24353 15.39086 15.47185
53.19578 -27.74978 18.90271 19.07301 19.05996 18.99986 17.38053 18.06474 17.78619 17.50809
53.17542 -27.74962 14.02792 14.82795 14.78053 14.69599 14.09306 14.78062 14.78390 14.75548
53.17252 -27.74943 12.69188 12.89831 12.88699 12.84912 12.55510 12.65166 12.66693 12.64981
53.15288 -27.74931 17.80844 17.97770 17.89243 17.80039 15.94458 16.01780 15.97614 15.91338
53.19359 -27.74928 18.87714 18.72098 18.51461 18.34518 16.08962 16.11484 16.21380 16.33407
53.15584 -27.74922 18.73377 19.06463 19.09389 18.97631   nan   nan   nan   nan
53.17749 -27.74909 20.97706 21.97097 22.23361 22.30459 17.73897 17.77734 17.87744 17.86020
53.19392 -27.74892 18.44128 19.14091 18.98289 18.94795 16.78631 17.74604 17.35192 17.25986
53.15943 -27.74872 16.30261 16.95439 16.89417 16.82716 15.88554 16.41438 16.36196 16.45233
53.16059 -27.74876 17.63771 17.65983 17.66284 17.65330 16.81643 16.91582 16.84333 16.72863
53.14928 -27.74868 18.51726 18.50954 18.60833 18.73208 16.41565 16.15445 16.26356 16.66739
53.16835 -27.74858 16.25169 16.62315 16.62662 16.60724 13.56787 13.78946 13.78756 13.75642
53.17921 -27.74862 18.61936 18.62039 18.58923 18.58615 16.36851 16.42306 16.58004 16.70539
53.19787 -27.74852 20.61186 19.88581 21.97831   nan 20.94305 21.16983 20.35646 18.27169
53.18493 -27.74847 17.52216 17.61383 17.63750 17.60644 16.67123 16.88082 16.87838 16.79750
53.16470 -27.74846 20.82826 21.32775 24.42635   nan   nan   nan   nan   nan
53.18391 -27.74830 16.56249 17.12228 17.04600 16.97676 15.39279 15.72301 15.70126 15.68541
53.19706 -27.74820 16.57138 16.61332 16.57685 16.52592 16.28578 16.28699 16.31537 16.34065
53.18575 -27.74818 20.58564 20.93390 21.14397 22.06820 19.50501 18.58264 18.54515 18.29185
53.16547 -27.74819 18.32086 18.54514 18.44581 18.27009 17.86813 18.69768 17.75140 17.80982
53.16822 -27.74813 15.91049 16.42525 16.35929 16.26001 15.87137 15.91066 15.90302 15.79441
53.17321 -27.74808 16.80630 16.92485 16.93592 16.89897 15.67465 15.67183 15.70321 15.69401
53.19566 -27.74810   nan   nan   nan   nan 17.21772 17.60600 18.22646   nan
53.19378 -27.74787 17.36862 17.40691 17.38531 17.33942 15.49444 15.49819 15.50255 15.48626
53.19545 -27.74764 17.94937 18.22958 18.21580 18.10497   nan   nan   nan 18.55706
53.17076 -27.74735 15.67026 16.11259 16.06018 15.98293 13.58804 13.80356 13.79390 13.76417
53.18797 -27.74719 19.14049 19.06928 19.07883 19.12214 18.13132 18.35990 17.87329 17.65518
53.16163 -27.74701 12.57223 12.72412 12.72356 12.69791 11.43666 11.58812 11.59570 11.57635
53.16884 -27.74635 19.76460 19.96414 19.99775 19.44254 20.26754 19.13546   nan   nan
53.16228 -27.74621 14.95618 15.74916 15.69887 15.61038 14.62078 15.18996 15.22231 15.16589
53.16209 -27.74598 18.03053 18.02152 17.93677 17.94456 16.68697 16.55731 16.53617 16.66517
53.16527 -27.74592 18.06451 18.41121 18.28133 18.17029 16.09612 16.25817 16.29013 16.23607
53.16872 -27.74567 18.46460 18.47986 18.48853 18.37953   nan   nan   nan   nan
53.18846 -27.74527 18.03273 18.89652 19.01448 19.05155 16.08278 16.48937 16.56038 16.49780
53.18828 -27.74499 20.44199 20.45504 20.53502 20.67016 20.12873 22.85306   nan   nan
53.17287 -27.74456 13.12170 14.62699 14.54053 14.41726 12.33740 13.50325 13.46879 13.39554
53.16450 -27.74444 16.11057 16.13374 16.12748 16.10069 14.40297 14.39939 14.40381 14.39196
53.16274 -27.74435 15.77032 15.80605 15.82576 15.82558 14.85148 14.90665 14.92420 14.90223
53.16223 -27.74428 19.11495 19.16990 18.83681 18.72230 17.10825 17.04303 17.03317 17.48071
53.16542 -27.74412 17.97972 18.34755 18.19027 18.08311 16.82803 16.83263 16.86767 16.95040
53.15399 -27.74371 21.82839 23.60226 21.00903 20.90998   nan 19.68487   nan   nan
53.16474 -27.74366 18.28483 18.29079 18.29358 18.29767 17.21232 17.12716 17.16186 17.33350
53.15770 -27.74363 19.56199 19.48106 19.66920 19.83576 17.31958 17.02585 17.04565 16.96296
53.17217 -27.74345 15.07167 15.21000 15.21132 15.18504 13.95597 14.01165 14.05469 14.05183
53.16028 -27.74335 18.33720 18.46426 18.45697 18.36390 16.56937 16.77413 17.10152 17.02799
53.16076 -27.74290 16.64404 16.88899 16.83746 16.74018 17.00685 16.97547 16.99799 16.87698
53.18026 -27.74249 19.83484 19.94564 20.27859 21.61535 17.89565 18.47238   nan   nan
53.16170 -27.74243   nan 21.17942 20.39787 20.42586   nan 20.86655 18.27817 18.60867
53.16972 -27.74221 18.08545 18.31938 18.35006 18.33498 16.85704 17.41789 17.18925 17.07353
53.16829 -27.74204 19.17254 19.17090 19.11522 18.95057 16.11011 16.24324 16.57918 16.77231
53.16221 -27.74146 19.62877 19.76451 19.79775 19.79569 17.77737 17.64333 17.38826 17.28702
53.16206 -27.74150 19.32059 19.29264 19.35190 19.16062 16.67845 16.60450 16.62457 16.58030
53.15985 -27.74116 17.81891 17.92186 17.88472 17.84007 18.52881   nan   nan 18.63629
53.17061 -27.74108 15.55970 16.12530 16.08557 16.01437 14.65907 15.26772 15.17767 15.04891
53.16170 -27.74108 18.36016 18.54395 18.53254 18.30501 19.89553   nan   nan 21.06261
53.16228 -27.74070 16.84983 17.01414 17.01370 16.98182 15.80933 15.81322 15.80539 15.83680
53.17216 -27.74016 19.48216 19.90149 19.41767 19.03348   nan   nan   nan   nan
53.17257 -27.74004 18.27880 18.56471 18.51775 18.44249 15.71793 16.15749 15.92858 15.82357
53.15728 -27.73989 19.51662 19.36590 19.12479 19.04053   nan   nan   nan 22.47109
53.17763 -27.73972 19.61709 19.66184 19.66104 19.91908 17.91314 17.65170 18.13297 18.74406
53.15951 -27.73943 19.19235 19.24929 19.26349 19.52377 19.68643 18.23345 17.82499 17.86044
53.17526 -27.73932 13.53923 14.28656 14.22942 14.13658 13.43449 13.94778 13.92147 13.86718
53.17862 -27.73930 18.08385 18.47369 18.37837 18.28444 16.95815 17.20031 17.12764 17.05760
53.17184 -27.73910 17.39175 17.81552 17.72338 17.60136 15.15203 15.32914 15.30221 15.25721
53.15674 -27.73868 17.97649 17.99206 17.96849 17.93047 16.83880 16.47818 16.76976 17.05694
53.17074 -27.73866 17.85837 18.30368 18.28461 18.11956 17.24041 16.22555 16.51628 16.69748
53.16685 -27.73860 13.15858 13.29662 13.29613 13.27221 12.10423 12.20751 12.21968 12.20669
53.17696 -27.73827 17.41151 17.42042 17.42310 17.41936 15.66775 15.80672 16.02913 16.11052
53.17929 -27.73817 17.70456 17.76562 17.82743 17.82563 18.94432 16.99100 17.64398 18.79263
53.15892 -27.73813 18.94087 18.70142 18.89646 19.14138 17.31176 17.27439 17.57494 17.53767
53.17714 -27.73776 21.98547 20.52642 20.91544 21.17840 18.58495 18.14776 18.75502   nan
53.16138 -27.73766 18.49209 18.50488 18.46432 18.36491   nan   nan   nan   nan
53.16140 -27.73710 17.55331 17.71000 17.78739 17.80543 16.48321 16.64144 16.57367 16.57293
53.17017 -27.73605 19.28678 19.14917 19.31327 19.46387 16.56745 16.40929 16.48026 16.59649
53.16247 -27.73585 18.33901 18.26358 18.32309 18.36410 16.66331 16.55686 16.63951 16.67173
53.16222 -27.73433 19.24060 19.12632 19.03253 18.99054 17.72340 17.30248 16.92808 16.71039
53.17180 -27.73364 16.98189 17.04123 17.07997 17.06818 15.27920 15.20807 15.24712 15.30514
53.16888 -27.73334 17.64553 17.75207 17.69483 17.61269 17.15002 17.83205 17.37422 17.13164
53.17133 -27.73304 17.19127 17.01107 17.06642 17.10775 14.22280 14.25528 14.26552 14.24163
53.16310 -27.73230 19.14672 19.13071 19.18876 19.09566 16.60535 16.66060 16.78580 16.73511
53.12609 -27.88511 15.21129 16.15726 16.07656 15.95572 13.66688 14.19986 14.17423 14.10132
53.12569 -27.88507 13.01461 13.61010 13.57508 13.50668 11.08964 11.39938 11.39977 11.36881
53.11314 -27.87950 16.95029 17.25303 17.21908 17.17140 15.19563 14.73374 14.95944 15.11173
53.11301 -27.87930 16.39138 16.44823 16.44728 16.45305 14.57315 14.58957 14.57481 14.57688
53.11285 -27.87923 18.85875 18.46557 18.32458 18.23450 16.12979 16.70809 17.00105 17.00093
53.12405 -27.87858 17.16463 18.15514 18.07039 17.95402 14.98996 15.77672 15.76256 15.73012
53.10836 -27.87231 18.55501 19.03810 19.00452 18.74604 23.33762   nan   nan   nan
53.10019 -27.87128 20.86162 20.30499 21.70195   nan   nan   nan   nan   nan
53.09999 -27.87119 18.94049 19.02803 19.18565 18.93180 16.36313 16.11751 16.32671 16.28781
53.10915 -27.86987 17.83033 18.20336 18.13364 17.98483 15.64122 15.98955 15.96114 15.90956
53.10906 -27.86967 18.50331 18.46773 18.55286 18.61001 15.54554 15.60204 15.60533 15.56599
53.13534 -27.86639 16.21177 16.11800 16.15775 16.17477 15.22299 15.16310 15.14742 15.15581
53.13552 -27.86627 16.17467 16.67141 16.61194 16.53252 15.19171 15.92420 15.87941 15.76577
53.14230 -27.86526 16.92526 17.47108 17.42905 17.30824 14.46979 15.09370 15.06738 15.05117
53.14260 -27.86525 19.21657   nan   nan 20.73516 16.24196 16.61288 16.68108 16.69483
53.10610 -27.86525 12.70502 14.48280 14.36874 14.21563 11.50611 12.87778 12.82446 12.73302
53.10656 -27.86488 16.94066 17.93955 17.85259 17.70759 15.64947 15.94187 15.97926 16.01197
53.10064 -27.86251 20.71325 22.43972 23.29291 21.86330 17.13421 17.63399 17.54179 17.41049
53.10075 -27.86238 19.11588 19.57092 19.51027 19.38681 16.77752 17.29033 16.99826 16.73936
53.10737 -27.86224 15.66682 16.91249 16.81277 16.67981 14.56242 15.29271 15.26599 15.23761
53.10697 -27.86235 18.33236 18.46741 18.51811 18.59496 17.77342 17.89420 18.30433 18.36944
53.11660 -27.86070 16.05766 16.55158 16.51947 16.45095 13.84297 14.36157 14.35430 14.30225
53.08383 -27.85901 18.54927 18.67245 18.57784 18.51985 18.84760 18.01741 17.65789 17.92798
53.08412 -27.85888 16.79191 17.30529 17.26919 17.19486 15.97964 16.03949 16.06424 16.07578
53.09164 -27.85341 14.71292 14.89137 14.88081 14.84206 11.84313 12.05264 12.05311 12.02379
53.09198 -27.85341 18.14867 18.03157 18.04931 18.10628 15.27971 15.30549 15.30602 15.29848
53.13710 -27.85011 15.61701 16.30799 16.26862 16.20073 12.62183 13.53012 13.52038 13.46884
53.09646 -27.84930 19.72183 19.62877 19.63911 19.86925 18.00549 17.31230 17.68025 17.89089
53.09631 -27.84908 16.53487 16.89995 16.85656 16.82344 14.44041 14.69794 14.71251 14.69685
53.12285 -27.84837 17.40997 17.83158 17.79243 17.72185 14.58377 15.16901 15.14910 15.08469
53.13576 -27.84838 14.21974 15.26905 15.19662 15.08796 12.99332 13.74777 13.71965 13.67182
53.12238 -27.84694 16.06726 16.98978 16.95595 16.87906 15.31507 16.01578 16.09066 16.12633
53.12203 -27.84656 16.42698 17.33141 17.27812 17.16218 16.54049 16.79234 16.88991 16.86699
53.11605 -27.84417 18.14366 18.31426 18.29715 18.28840 16.67026 16.89091 16.94820 16.92532
53.11597 -27.84407 17.50159 17.58075 17.65489 17.68587 15.73747 15.74871 15.88626 15.91026
53.11725 -27.84306 16.94635 18.18359 18.10495 18.00313 16.20184 16.70859 16.64402 16.67841
53.12719 -27.84276 17.87445 18.08309 18.02536 17.95763 15.57257 15.41794 15.45899 15.51661
53.13751 -27.84176 12.00620 13.10364 13.03465 12.92910 10.67880 11.46755 11.44621 11.39348
53.13787 -27.84171 16.76077 16.69997 16.70390 16.75589 14.77095 14.50645 14.55918 14.65992
53.11609 -27.84159 15.91184 16.74727 16.70440 16.61615 13.00487 13.60998 13.58295 13.52626
53.08756 -27.84037 17.50965 18.09636 17.97263 17.84105 17.75905 16.88374 17.00986 17.15668
53.08784 -27.84043 18.46794 18.81586 18.71189 18.53415 17.15232 17.61353 18.04175 17.77651
53.14521 -27.84045 14.63048 14.97370 14.90627 14.81013 14.19570 14.39630 14.35584 14.28454
53.14498 -27.84027 13.33486 13.86169 13.82407 13.75618 13.03363 13.46661 13.45035 13.40928
53.08718 -27.84020 16.47900 16.94638 16.91705 16.85564 15.87051 16.29879 16.17858 16.03334
53.08737 -27.84001 19.82633 20.52529 20.18816 19.93752 18.21856 18.13036 18.40636 18.41058
53.08740 -27.83961 19.80949 21.97992 20.11401 19.79452 17.91116   nan 18.17092 17.38079
53.08732 -27.83946   nan   nan 24.50977 21.93955 17.57792 17.59287 17.75859 17.73255
53.15957 -27.83924 18.52573 19.04675 18.98567 18.99043 19.33112 18.66953 18.99721 19.03278
53.15977 -27.83917 19.73117 19.97260 19.42366 18.95881 18.34786 17.59826 18.12622 19.07522
53.13620 -27.83651 13.54567 14.93952 14.86500 14.75245 12.30829 13.38102 13.35558 13.29508
53.15223 -27.83519 13.78323 14.62919 14.57529 14.48832 12.60508 13.25005 13.23430 13.18539
53.15723 -27.83349 13.08830 13.62536 13.58601 13.51210 11.14750 11.51276 11.50272 11.46247
53.14622 -27.83297 14.31412 14.62614 14.60465 14.55026 14.26250 14.47220 14.46214 14.42258
53.14600 -27.83274 17.26699 17.87273 17.75569 17.62348 15.96515 16.12207 16.03415 15.93972
53.15906 -27.83267 16.43339 17.47508 17.45420 17.35803 15.60877 16.16093 16.22377 16.23127
53.13639 -27.82982 16.89708 17.24350 17.19213 17.11396 15.75830 16.32442 16.32829 16.23515
53.13239 -27.82943 16.05031 16.86213 16.75576 16.62506 15.25279 15.57973 15.51961 15.45094
53.16554 -27.82857 18.36081 18.47034 18.56160 18.58450 16.41848 16.77530 17.06892 17.05342
53.11502 -27.82733 14.38986 15.91339 15.84835 15.75089 13.96696 15.34548 15.29824 15.21195
53.11552 -27.82719 15.45125 15.86083 15.82886 15.76698 14.19818 14.43246 14.41712 14.37070
53.09393 -27.82579 15.16927 15.37550 15.37568 15.35561 13.41385 13.54948 13.57666 13.57126
53.09415 -27.82560 20.91946   nan 23.17684 19.93979 16.50228 16.89847 16.61476 16.44300
53.14604 -27.82571 17.74809 18.32422 18.41378 18.42671 15.16631 15.59329 15.56084 15.51206
53.14575 -27.82558 19.34035 19.66053 19.43421 19.44316 16.67826 17.36772 17.18661 17.06337
53.12474 -27.82458 18.10634 18.73359 18.51649 18.35734 17.41022 17.83134 17.92468 17.93386
53.11183 -27.82308 17.88588 18.61780 18.56420 18.37649 16.53514 16.96066 16.80390 16.75042
53.13669 -27.82146 18.45980 18.68267 18.55109 18.38531 16.13546 16.36770 16.20901 16.10266
53.14218 -27.82034 18.50500 19.00423 18.96242 18.89774 15.22069 15.57029 15.52186 15.48043
53.14210 -27.81998 16.77048 17.22781 17.21682 17.18315 13.46794 14.00195 13.99557 13.94314
53.10457 -27.81468 14.54051 14.91106 14.89138 14.84621 13.28282 13.52891 13.52508 13.50694
53.10276 -27.81483 17.12647 17.87237 17.80064 17.65908 15.20886 15.40061 15.41743 15.37138
53.10258 -27.81439 12.85694 13.89021 13.83782 13.75027 11.47816 12.24432 12.23014 12.18466
53.12981 -27.81353 18.56320 19.52407 19.27753 19.01285 17.32811 17.69890 17.70269 17.76226
53.12987 -27.81339 18.34973 18.69774 18.55967 18.50016 16.78353 16.98065 16.90594 16.88899
53.15648 -27.81084 13.15035 14.54096 14.47267 14.36832 11.92925 13.08182 13.05515 12.99042
53.11258 -27.80807 16.47517 17.26896 17.18666 17.07661 15.62602 16.30498 16.22941 16.13972
53.13379 -27.80798 18.39172 18.63575 18.55025 18.36139 16.06950 16.08633 16.09163 16.06753
53.13362 -27.80788 18.41431 18.33383 18.35410 18.33686   nan   nan 21.33477 20.31479
53.20467 -27.80690 17.03436 17.73015 17.58873 17.46070 15.56379 15.59895 15.55544 15.48277
53.20443 -27.80687 17.99605 18.01595 18.07483 18.15303 17.07591 16.83366 18.47289   nan
53.14057 -27.80464 17.39643 17.38864 17.38010 17.37190 16.91354 16.26893 16.48375 16.78716
53.14079 -27.80455 18.34146 18.34715 18.34543 18.28028 16.82622 17.07430 16.81541 16.65050
53.16141 -27.80293 16.75613 17.26112 17.21365 17.11599 15.60735 15.91642 15.93149 15.85567
53.16166 -27.80287 18.55471 18.66345 18.59001 18.52654 16.54786 16.32582 16.29962 16.36435
53.17692 -27.79971 15.63112 15.67124 15.68083 15.65583 15.32176 15.68085 15.66963 15.59963
53.17477 -27.79927 15.56557 16.79552 16.70495 16.59769 14.46554 15.83658 15.78572 15.70833
53.18033 -27.79947 16.56832 16.97414 16.89628 16.76409 14.76608 14.98513 14.95805 14.83742
53.18026 -27.79900 12.91514 14.33316 14.27755 14.18034 11.66472 12.67328 12.65946 12.61028
53.14864 -27.79702 18.45361 18.71427 18.68439 18.62908 16.68917 16.59033 16.63055 16.60435
53.14842 -27.79698 18.57151 18.96088 18.87129 18.71502 16.74446 16.63248 16.57364 16.46818
53.18782 -27.79413 13.61197 15.32730 15.23954 15.10497 12.59289 14.19432 14.13838 14.05011
53.15469 -27.79326 17.99698 18.16596 18.08422 17.98295 16.37520 16.40387 16.41171 16.35832
53.16197 -27.79261 16.28280 17.25293 17.12360 16.95409 14.58713 15.43532 15.28960 15.10768
53.16159 -27.79233 11.90529 12.11707 12.10542 12.06507 10.44224 10.56051 10.56901 10.54706
53.16949 -27.79201 15.85122 16.18996 16.19830 16.18709 14.97424 15.33800 15.31615 15.35268
53.13766 -27.79204 14.32044 15.56128 15.48943 15.37358 14.11552 15.08057 15.02128 14.94622
53.15403 -27.79089 15.03537 15.63006 15.58976 15.52178 12.18668 12.64905 12.63936 12.59417
53.15371 -27.79068 16.78209 17.15487 17.11073 17.03470 15.11734 15.39839 15.32458 15.20560
53.13065 -27.79031 13.00562 14.00630 13.95394 13.86685 11.76977 12.56651 12.54352 12.49017
53.13107 -27.79038 17.09529 17.35563 17.26613 17.18562 15.50390 15.78609 15.62630 15.54026
53.18464 -27.79012 17.92688 18.04387 17.88002 17.78831 18.95630   nan 18.64226 17.91475
53.18484 -27.79000 14.40616 14.65531 14.63800 14.59618 14.20290 14.30848 14.29585 14.27084
53.12440 -27.78901 18.71311 18.82059 18.99459 18.95225 17.88484 18.38809 19.80662 20.11782
53.12424 -27.78882 16.00736 16.57610 16.53626 16.46773 14.02586 14.33443 14.34329 14.30610
53.19400 -27.78584 16.04145 17.50894 17.40156 17.24434 15.33536 17.78352 17.28183 17.03543
53.19037 -27.78207 16.61821 17.05973 17.06493 16.98468 15.92924 15.95565 16.06621 15.98711
53.19057 -27.78209 18.80918 18.89869 18.91741 18.94687 17.93919 17.80368 17.83605 18.08189
53.15186 -27.78205 16.06196 16.43537 16.39408 16.32787 16.20540 15.64145 15.64967 15.66299
53.15203 -27.78186 18.55113 18.66538 18.48983 18.34334 16.78543 17.26221 17.03150 16.83691
53.17274 -27.78133 17.94596 17.95023 18.00827 18.09341 16.03687 16.12015 16.05634 16.05845
53.17261 -27.78103 13.86938 14.54205 14.50723 14.43473 12.56250 12.96369 12.96721 12.93123
53.17455 -27.78098 17.02731 17.22391 17.24900 17.19110 15.74714 15.78055 15.84364 15.88266
53.17912 -27.78062 12.03118 12.30449 12.28467 12.23911 12.34288 12.62825 12.62524 12.59388
53.17930 -27.78033 14.83776 15.24579 15.20611 15.12727 14.83585 14.93207 14.95865 14.92153
53.12822 -27.78042 17.41459 18.10245 17.96541 17.86993 17.75751 17.23554 17.45770 18.07857
53.12849 -27.78024 15.11636 15.58415 15.55726 15.49507 14.82510 15.07804 15.08581 15.06320
53.12694 -27.77984 20.88401 20.90575 20.68960 21.35277   nan   nan   nan   nan
53.12709 -27.77978   nan   nan   nan   nan 16.52628 16.25376 16.33844 16.40971
53.18511 -27.77833 18.77235 18.92465 18.82637 18.79052   nan   nan   nan 18.87309
