# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.14920 -27.78002   nan   nan   nan   nan   nan   nan   nan   nan
53.16638 -27.77991 18.86697 19.40594 19.57886 19.74287 17.13286 17.61758 17.54735 17.59267
53.18416 -27.77983   nan   nan   nan 20.01826 17.67953 17.63307 18.23660 20.98152
53.16576 -27.77987 21.06278 21.43009 21.45304 21.84416 18.35983 17.95359 18.63416   nan
53.14429 -27.77985   nan   nan 21.81809 20.57813   nan 17.91870 17.29037 17.09376
53.15051 -27.77980 21.17760 21.17522 21.48919 21.23792   nan   nan 19.47951 18.90275
53.14539 -27.77981 19.66658 19.28749 19.42691 20.10662   nan   nan   nan   nan
53.19150 -27.77965 22.86899   nan   nan   nan 18.61825   nan   nan   nan
53.19904 -27.77962   nan   nan   nan   nan 17.46343 17.16853 17.24228 17.48057
53.17226 -27.77960 19.23601 18.80001 18.88626 19.00724 19.22313 19.28695   nan   nan
53.19537 -27.77936 23.28622 20.28549 20.68239 20.83075   nan   nan   nan   nan
53.14921 -27.77927   nan   nan   nan   nan   nan 18.73267 18.82314 19.31458
53.19458 -27.77912 19.28920 18.99304 18.97924 19.00266 16.64471 16.81225 16.92176 17.12693
53.17604 -27.77900 18.79232 19.46515 19.60226 19.37233 18.41731 18.68746 19.93533 22.49427
53.14536 -27.77889   nan   nan   nan   nan   nan 20.21024   nan   nan
53.16488 -27.77883 18.48994 18.73215 18.55836 18.32641 17.43265 20.66461 19.88954 19.34541
53.18854 -27.77870 18.79946 18.86608 19.02521 19.10743   nan   nan   nan   nan
53.20190 -27.77856   nan   nan   nan 22.08910   nan   nan   nan   nan
53.17295 -27.77847 19.47756 19.68029 20.44430 21.28771 17.72792 17.74206 18.32857 18.93365
53.14834 -27.77845 19.70826 19.87174 19.57509 19.45682   nan   nan   nan   nan
53.20518 -27.77843   nan 19.54857 19.21229 19.19892 18.20650   nan   nan   nan
53.14645 -27.77838   nan 23.29794 20.53220 21.18530 18.32675 17.78562 16.95624 16.67072
53.19078 -27.77812 19.07795 19.02033 19.16111 19.24084 17.88622 18.06312 17.83194 18.46956
53.15149 -27.77810   nan   nan   nan   nan   nan   nan   nan   nan
53.13635 -27.77802   nan 19.92443 19.49742 19.39287   nan 17.10735 17.28190 17.55336
53.17460 -27.77794 22.69978 22.14062 21.90155   nan 17.10236 16.69194 17.10263 17.73341
53.15784 -27.77764 19.63563 19.59322 19.48775 19.56038 18.51809 18.07864 18.25300 18.42429
53.18854 -27.77763 19.72299 19.58163 19.82205 19.89354 18.82381 21.67412 20.09254 18.73982
53.14665 -27.77756   nan   nan   nan   nan 21.18738   nan 19.97974 17.96625
53.19798 -27.77749 21.74989 22.23751   nan   nan   nan   nan   nan   nan
53.15727 -27.77742 19.76084 20.06500 20.20793 19.89267   nan 18.97235 18.11149 17.87435
53.14430 -27.77723 19.84272 19.48066 19.82074 20.78419 18.10373 17.83157 17.93770 18.27912
53.18798 -27.77715 19.60098 19.52183 19.65288 19.74258 16.80154 17.04422 17.53526 18.04853
53.18645 -27.77709   nan   nan   nan   nan 16.60833 17.10478 17.42571 17.63155
53.18443 -27.77707 19.77054 19.65835 19.94439 20.41606   nan   nan   nan   nan
53.15748 -27.77652 18.92423 18.83109 18.90598 18.96603 18.11389 17.37945 17.68070 17.98710
53.13615 -27.77643   nan   nan   nan   nan   nan   nan 19.34107 18.32483
53.13665 -27.77617   nan 22.07365 21.32967 21.79698   nan   nan 20.07318 19.87289
53.15611 -27.77587   nan   nan   nan   nan   nan 18.72779 18.07066 18.48571
53.15274 -27.77590 18.44599 18.91600 18.85283 18.58179   nan   nan   nan   nan
53.18439 -27.77581   nan   nan   nan   nan   nan   nan   nan   nan
53.19140 -27.77533   nan   nan   nan   nan   nan   nan   nan 19.09990
53.13667 -27.77536 21.86425 21.76335   nan   nan   nan   nan   nan   nan
53.18797 -27.77520 18.96362 18.93137 18.90073 18.90215 16.44028 16.40564 16.47505 16.56075
53.20275 -27.77509 20.31116 21.10342 20.82265 20.97608 17.73313 17.17732 17.76610 17.97262
53.16349 -27.77508   nan   nan   nan   nan 17.60512 17.65106 18.25224 18.60576
53.16294 -27.77507   nan   nan 22.94502 22.11908 19.12891   nan   nan   nan
53.18769 -27.77505 20.68374 21.58362 20.90754 20.57967 18.10270 21.12973 19.15088 18.34646
53.13285 -27.77503 18.55971 19.50919 19.86209 20.09020   nan   nan   nan   nan
53.13926 -27.77492 21.43123 23.34832 20.47800 19.63542   nan   nan 20.96340 17.75182
53.19482 -27.77483 20.99090 21.19507 21.22934   nan   nan   nan   nan   nan
53.14803 -27.77477 19.00014 19.01759 19.04542 18.98097 20.44160 19.76916 19.62219 18.90049
53.18176 -27.77468 19.56953 20.41983 21.60575 23.19542   nan   nan   nan   nan
53.20439 -27.77433 20.29531 20.44045 20.28767 20.09122 18.51858 18.29987 18.99087   nan
53.18088 -27.77418 19.82250   nan   nan   nan 17.90533 17.57073 17.41669 17.18423
53.13213 -27.77404 20.11716 20.44835 20.39269 20.33804 17.45648 16.80577 17.32485 18.23446
53.19283 -27.77401   nan 22.02133 20.73150 20.50723   nan   nan   nan   nan
53.21105 -27.77395 20.92080   nan   nan   nan 17.05914 18.13083 18.20192 17.30599
53.19149 -27.77393 19.02167 19.27201 19.12903 18.93352 16.84447 16.64751 16.69623 16.82940
53.17354 -27.77375 21.66925   nan   nan   nan 17.30814 17.27833 17.28226 17.62169
53.17392 -27.77367 19.87028 20.21149 23.34981   nan 16.74800 17.50143 18.87132   nan
53.12895 -27.77359   nan   nan   nan   nan 16.48621 16.77003 17.06875 17.68009
53.19295 -27.77339 20.56671 21.21481 21.74201 21.10487 18.92879 18.82048 18.92675 18.80985
53.15223 -27.77323 20.76394 20.91894 21.06098 20.96171   nan   nan   nan   nan
53.14174 -27.77320 18.49584 18.58761 18.59640 18.57213   nan   nan   nan   nan
53.17766 -27.77312 20.28791 19.92828 19.71182 19.65059 17.39460 17.37063 17.42563 17.41074
53.19116 -27.77290 18.54176 18.53468 18.54409 18.56505 17.68422 17.17861 17.64783 18.42847
53.20794 -27.77291   nan   nan   nan   nan 18.14615 17.86922 18.06467 18.68327
53.21123 -27.77282   nan   nan   nan   nan   nan 19.51418 17.79931 17.52180
53.20071 -27.77280 21.53572 21.06984   nan   nan   nan   nan   nan   nan
53.17426 -27.77277 22.22383 24.36585 21.25155 20.21226   nan   nan   nan   nan
53.12713 -27.77260 18.72148 19.72655 19.85768 19.43382 16.31210 16.35178 16.30463 16.54634
53.16978 -27.77257   nan   nan   nan   nan   nan   nan   nan   nan
53.13289 -27.77248 18.94690 19.55027 19.58533 19.35212 16.50767 17.24726 18.33891 19.11057
53.18997 -27.77226 19.39728 19.33572 19.30699 19.18237 18.05469 18.01734 18.07740 18.58092
53.18777 -27.77230   nan   nan   nan 21.42910 17.87365 18.63794 17.16066 16.75348
53.13821 -27.77223 19.05013 18.90189 19.31781 19.48687 16.49522 16.31589 16.61054 16.72915
53.18716 -27.77215 21.23090   nan 20.71881 19.99615 18.40109 18.56246 18.70091 18.43545
53.13819 -27.77211   nan   nan   nan 22.73173 16.86692 16.64370 16.82841 17.08779
53.20400 -27.77210 20.69844 20.69606   nan   nan 19.62549 19.61483 21.05540   nan
53.19737 -27.77209 18.28983 18.42531 18.51889 18.49076   nan 20.42129 20.14364 20.10388
53.16612 -27.77204 19.28354 19.38862 19.62561 19.61352   nan   nan   nan   nan
53.20945 -27.77194 19.79529 20.41844 19.78266 19.37859 17.80126 18.29108 17.84352 18.00028
53.19389 -27.77178 19.37399 19.44407 19.43715 19.32713 16.00737 16.25296 16.79016 17.50555
53.19456 -27.77172   nan 22.47256   nan 24.20942   nan   nan   nan   nan
53.20971 -27.77166   nan   nan   nan   nan   nan   nan   nan   nan
53.19078 -27.77165 19.57668 20.18556 19.59768 19.23884 18.72335 17.57715 17.56016 17.94177
53.19097 -27.77162 19.81903 19.71675 19.41367 19.13932 17.52217   nan   nan 22.02295
53.14728 -27.77154   nan   nan   nan   nan   nan   nan   nan   nan
53.15952 -27.77152 20.98488 20.58921 21.38853 23.62867 18.74111 18.27119 18.29420 18.88710
53.14783 -27.77144 19.42400 19.42162 19.45959 19.34058 16.77587 16.76521 16.95974 17.15294
53.22150 -27.77132   nan   nan   nan   nan 18.65071 18.20734 18.29891 18.23355
53.22017 -27.77120 19.47770 19.79029 20.04219 20.32593 21.06911 18.36766 18.09424 17.93908
53.16004 -27.77108 22.51880 20.84647 20.69507 20.78156 17.01259 18.19992 18.87445 18.65211
53.21107 -27.77107 19.53993 19.62883 20.14130 20.79674 17.33625 17.34538 17.63216 18.48833
53.15143 -27.77106   nan   nan   nan   nan   nan   nan   nan   nan
53.18282 -27.77104   nan   nan   nan   nan 22.26876   nan   nan   nan
53.17260 -27.77095 20.72456 22.59821 21.68108 20.95575 18.29649 20.20927 18.85536 18.75336
53.22663 -27.77089 21.20377 20.51743 20.67747 20.71807   nan   nan 21.39818 20.00360
53.12935 -27.77092 18.84194 19.46099 18.61239 18.14765 17.21018   nan   nan 17.54354
53.19432 -27.77083 19.35111 19.39747 19.65113 19.71704 16.66958 16.69981 17.02142 17.25009
53.17966 -27.77065   nan   nan   nan   nan   nan   nan 22.39844 19.48623
53.20227 -27.77046 18.73029 18.75452 18.59550 18.62248   nan   nan 22.05576 18.90182
53.20217 -27.77040 18.98582 18.96408 18.97618 18.98018 17.67479 17.60145 18.24260 19.12494
53.19000 -27.77036 18.07365 18.05622 18.07089 18.06663 16.49356 16.39887 16.41512 16.38524
53.21818 -27.77014 17.96601 18.38833 18.08579 17.97226 16.85439 18.23054 17.55360 17.26129
53.19479 -27.77015 18.44134 18.54624 18.45225 18.43659   nan   nan 18.67835 18.49626
53.14640 -27.77016 19.59772 19.89095 20.24811 20.38851 20.49826   nan   nan   nan
53.18353 -27.77013 19.39492 19.17337 19.12089 19.08000   nan   nan   nan   nan
53.18145 -27.77006 22.32610 21.95723 21.01978 21.91851   nan   nan   nan   nan
53.15956 -27.76998 19.00706 19.36619 19.69832 19.87374 23.95406   nan   nan   nan
53.22826 -27.76985 18.66851 18.46476 18.52690 18.62033 17.39616 18.94560 19.47627   nan
53.16800 -27.76975   nan   nan   nan   nan   nan   nan 18.11845 17.77204
53.15352 -27.76954 19.40427 19.41364 19.48799 19.55401 17.53005 17.59158 17.39683 17.49151
53.13269 -27.76955 18.65892 18.72288 18.58055 18.44256 18.97074 19.58105 18.42253 17.72738
53.14492 -27.76937   nan   nan   nan   nan 16.53114 16.47494 16.39238 16.42374
53.16400 -27.76913 19.13135 19.44168 19.52626 19.54361   nan   nan   nan   nan
53.18812 -27.76904 20.13754 19.92883 19.46183 19.30110 17.36309 18.43437 18.94646 19.84954
53.19188 -27.76896 19.27334 19.18017 19.39564 19.54421 17.20572 17.02637 17.22603 17.28939
53.21453 -27.76890 17.42815 17.43670 17.49387 17.47319 15.59333 15.63650 15.65057 15.67145
53.17752 -27.76860 18.51346 18.52432 18.46332 18.40502 16.56818 16.80349 16.51231 16.44397
53.18526 -27.76859 19.05731 18.75960 18.95160 19.36770 16.77095 16.82475 17.08303 17.34389
53.16316 -27.76861 20.64425 22.70383 20.63837 19.85835   nan   nan   nan 18.74602
53.18602 -27.76857 20.42860 20.24489 19.93508 19.75023 18.07970   nan   nan   nan
53.17533 -27.76837 20.94209 19.86940 19.71037 19.38317 17.59473 18.45997 19.87275 20.92772
53.15773 -27.76800 21.06113 20.39062 19.61111 19.26185 18.04803 18.05996 17.34088 17.08896
53.22239 -27.76788 20.64924 20.36077 20.53562 21.50442   nan   nan   nan   nan
53.15364 -27.76787   nan   nan   nan   nan   nan   nan   nan   nan
53.17560 -27.76764 18.90878 19.04182 18.96856 18.85147   nan   nan   nan 20.24907
53.16747 -27.76753 19.66282 20.21532 19.63309 19.50786 18.70998 17.98927 18.73317 19.08471
53.16366 -27.76754 18.45754 18.45513 18.52445 18.63753 17.56187 17.47820 17.70635 18.05561
53.19769 -27.76743   nan 21.26708 20.52387 20.30983 18.76775   nan   nan   nan
53.19262 -27.76730 19.08560 19.10629 18.93921 18.87815   nan   nan   nan   nan
53.15226 -27.76731   nan   nan   nan   nan 18.66246   nan   nan   nan
53.19491 -27.76725 17.52677 17.45766 17.43324 17.41630 16.58758 16.63528 16.69427 16.81648
53.17095 -27.76723 18.70124 19.29144 19.05203 18.87033 18.89785 21.07789 18.91540 18.31217
53.20199 -27.76712   nan   nan   nan   nan   nan   nan   nan   nan
53.22728 -27.76708   nan 22.20658 21.39961 20.75292   nan   nan 18.98322 18.19345
53.20594 -27.76699 19.15055 18.95214 19.15217 19.14620   nan   nan   nan   nan
53.22459 -27.76671 20.97449 20.38158 20.38106 20.10475   nan   nan   nan   nan
53.16466 -27.76670 22.10963 21.35893 19.98026 19.62642 17.94576 18.99748 19.70306 21.45416
53.17176 -27.76672 19.50514 19.20076 19.15385 19.32376 17.31435 17.30119 18.07307 19.13646
53.21459 -27.76663 21.19552 21.26105 20.58040 20.01686 17.80857 17.87130 18.24119 18.48673
53.13754 -27.76661 18.38101 19.24463 19.17320 19.04941   nan   nan   nan 18.30176
53.15357 -27.76651 21.20415 20.57830 21.86632 21.35265 17.68686 17.47764 17.77748 17.66349
53.21697 -27.76644 17.98310 18.51961 18.68974 18.65650 16.01607 16.53241 16.64342 16.65075
53.19891 -27.76635   nan   nan   nan   nan 17.29076 17.27128 17.28617 17.26444
53.17952 -27.76623 19.17406 20.16525 21.06324 21.07003 17.47670 17.53774 18.00716 18.38348
53.18635 -27.76607 19.31873 19.00229 19.03945 19.10208 17.06659 16.79458 17.02460 17.30888
53.13955 -27.76602 19.51900 19.25433 19.70765 20.01366 17.53739 17.75723 17.86907 17.51343
53.16675 -27.76594   nan   nan   nan   nan   nan   nan 19.39788 18.15754
53.17180 -27.76592 18.55534 18.50884 18.55341 18.55795   nan   nan 19.10434 18.43337
53.15087 -27.76592 19.12270 19.34233 19.46029 19.73398   nan   nan   nan   nan
53.14810 -27.76584 21.32025   nan 20.63770 20.01894 18.13304 18.01340 17.41112 17.37866
53.19673 -27.76526   nan   nan   nan   nan   nan   nan   nan   nan
53.21614 -27.76506 19.74858 19.43712 19.59627 19.88382 16.84332 16.78234 16.83352 16.95375
53.15619 -27.76486   nan   nan   nan   nan 21.79697 17.44241 17.43316 17.88326
53.19991 -27.76472 23.42546 22.19669 20.92694 20.55101 17.03483 16.91467 17.27375 17.62964
53.19924 -27.76446 21.45283   nan   nan 21.58396 17.33119 17.97112 17.37364 16.99251
53.15490 -27.76417   nan   nan 21.87431 20.49938   nan 17.19142 16.87842 16.72321
53.17972 -27.76402   nan   nan   nan   nan 17.72805 17.56672 17.44681 17.33696
53.21410 -27.76376 17.42908 17.53307 17.51659 17.44586 15.77144 15.80418 15.86257 15.86031
53.15922 -27.76376 19.80183 19.79945 20.02971 19.75313   nan   nan   nan   nan
53.17218 -27.76374 20.99149 20.32839 20.14423 19.98308 21.12948 19.64443 20.09088 18.88126
53.17485 -27.76363 19.59189 19.79047 20.02424 19.91425 17.43430 17.67256 19.18473   nan
53.15174 -27.76354 19.89749 19.89511 19.90730 19.86794 17.69657 17.68590 18.77944   nan
53.20667 -27.76353 18.71749 18.70753 18.61679 18.49284   nan   nan   nan   nan
53.21260 -27.76307 19.25299 19.59408 19.75306 19.65744   nan 18.89345 18.51716 18.32963
53.21650 -27.76246 18.64244 19.00904 19.28312 19.40933   nan   nan   nan   nan
53.16218 -27.76239 18.96391 19.06687 19.05699 18.92475   nan   nan   nan   nan
53.19008 -27.76237   nan   nan   nan   nan 18.27592 18.07954 17.83876 17.77999
53.21322 -27.76231 20.46563 20.46527 20.11734 19.79677 18.22357 18.64314   nan   nan
53.17367 -27.76217 19.25323 19.20174 19.18064 19.15507   nan   nan   nan   nan
53.20558 -27.76202 19.57413 19.61230 19.67746 19.74712   nan   nan   nan   nan
53.15522 -27.76208 20.76694 22.91609   nan   nan 16.59878 17.57459 19.18904   nan
53.15610 -27.76172 19.71562 19.75161 19.71462 20.39132 19.02527 18.57295 19.29528   nan
53.21561 -27.76151   nan   nan   nan   nan 18.15522 18.97357   nan   nan
53.17667 -27.76149 22.15341   nan   nan 21.90033 20.96546   nan   nan   nan
53.15429 -27.76141 21.60185 21.30522 20.83080 20.55792 17.39639 18.38613 18.63050 18.20274
53.19187 -27.76117 19.35307 19.39747 19.38051 19.37396 16.48889 16.57573 16.77167 17.03462
53.20276 -27.76114   nan   nan   nan   nan 20.56456 19.92437   nan   nan
53.17598 -27.76080 20.13307 19.94771 20.78166 21.12004 20.58452 20.30267   nan   nan
53.20337 -27.76073 20.69858   nan   nan   nan 18.50149   nan   nan 19.90170
53.15564 -27.76057 19.42959 19.58362 19.78186 20.00749   nan   nan   nan   nan
53.14449 -27.76054 19.24256 19.21779 19.04039 19.00673   nan   nan   nan   nan
53.19238 -27.76012 19.22903 19.77264 20.25671 20.50583 18.31715 19.20652 22.00073 21.36382
53.17142 -27.76009   nan   nan   nan   nan   nan 19.73532   nan   nan
53.15414 -27.75975 20.82167 20.26289 21.32220 23.06987   nan   nan   nan   nan
53.17751 -27.75973 19.65731 19.56472 20.03142 20.29453 16.72744 16.59697 16.74547 16.94945
53.14372 -27.75970   nan   nan   nan   nan   nan   nan   nan   nan
53.17759 -27.75965   nan   nan   nan   nan 17.82088 17.18002 17.38413 17.59887
53.17623 -27.75958   nan 19.91362 20.61721 21.93720 21.79187 18.82185 19.83316 21.06297
53.17501 -27.75960   nan   nan 22.10034 21.78339 18.24611 18.23545 18.11795 17.86336
53.20026 -27.75954   nan   nan   nan   nan 18.09000 18.16305 18.93121   nan
53.20083 -27.75933   nan   nan   nan   nan 16.81801 17.62059 18.04893 18.07736
53.16520 -27.75875 18.79877 18.44400 18.57518 18.67495 17.69032 17.59186 17.67609 17.73521
53.17923 -27.75871 20.49841 20.41003 21.06720 23.46874 17.89028 18.33844 18.32650 17.84186
53.20416 -27.75872 20.59925 20.22772 20.26342 20.46087   nan   nan   nan 20.49771
53.18131 -27.75840 19.73221 19.53506 19.73967 19.66071 18.78098   nan   nan   nan
53.17677 -27.75809   nan   nan   nan   nan   nan   nan   nan   nan
53.17566 -27.75801   nan   nan   nan 20.94388   nan   nan   nan   nan
53.19492 -27.75778   nan   nan 22.37251 21.84010   nan 19.23012 19.56976 18.77183
53.16430 -27.75775   nan   nan   nan   nan 17.32255   nan   nan   nan
53.17994 -27.75749   nan 24.81281   nan   nan   nan   nan   nan   nan
53.17924 -27.75753   nan 21.88853   nan   nan 17.12359 17.48462 17.73595 17.84346
53.18972 -27.75728   nan   nan   nan   nan   nan   nan   nan   nan
53.16938 -27.75714 20.48401 20.19062 20.05997 19.81122 18.35984   nan   nan   nan
53.19497 -27.75707   nan   nan   nan   nan   nan   nan   nan   nan
53.15523 -27.75697 18.54539 18.61090 18.54994 18.44068 17.66739 17.34989 17.49154 17.31121
53.20246 -27.75696 20.80737 19.76397 20.29875 20.93666   nan 18.46702 18.83210 19.23652
53.19986 -27.75693   nan 25.84710   nan 22.87750   nan   nan 18.77537 18.16502
53.16576 -27.75670 22.18937 20.82737 22.70746   nan   nan   nan   nan   nan
53.18740 -27.75667   nan 21.73378 22.39205   nan 17.17305   nan   nan   nan
53.19621 -27.75658 20.07346 19.79041 19.71563 19.63454   nan   nan   nan   nan
53.20073 -27.75655 18.90558 19.02818 19.25267 19.34713 17.99246 20.40343   nan   nan
53.14493 -27.75643   nan   nan   nan 20.94778 16.60720 16.68089 16.65070 16.44759
53.15314 -27.75630 20.43889 20.43651 19.95300 19.63325   nan   nan   nan 19.86918
53.15273 -27.75608 22.42381 24.44590   nan   nan   nan 20.65438 18.25457 17.58859
53.18041 -27.75581 20.23277 20.66773 21.15556 21.76406   nan   nan   nan 18.65623
53.18804 -27.75557 20.67785   nan   nan   nan   nan   nan   nan   nan
53.16351 -27.75527 19.02797 19.25056 18.97236 18.72465 19.29370 18.04021 17.62402 17.43173
53.18465 -27.75480   nan 23.25372 21.44903 20.60290   nan   nan   nan   nan
53.15426 -27.75459 19.34343 19.46918 19.46505 19.45983 19.16601 20.02327 19.45037 18.81089
53.15376 -27.75455 19.03623 18.94039 18.80507 18.60128 16.84148 16.83307 16.80294 16.76039
53.14583 -27.75446   nan   nan   nan   nan   nan   nan   nan   nan
53.17141 -27.75416 20.14901 20.39832 20.30953 20.03425   nan   nan 20.02908 17.85154
53.15409 -27.75413 18.61468 18.84199 18.82585 18.90851 17.38363 18.04337 20.24257   nan
53.16957 -27.75377 19.23839 19.14325 19.37730 19.89375   nan   nan   nan 21.29612
53.17132 -27.75347 21.29698 20.61414 20.17392 20.03092   nan   nan   nan 23.86279
53.15853 -27.75330   nan   nan   nan   nan   nan 18.60787 17.92517 17.90714
53.20569 -27.75310   nan   nan   nan   nan   nan   nan   nan   nan
53.15049 -27.75300 19.18301 19.95747 20.23612 20.22247 17.36963 17.74042 17.92555 17.81252
53.17895 -27.75293 20.54948 20.12086 20.41420 20.81787   nan   nan 19.21228 18.87926
53.20117 -27.75288 18.81348 18.74625 18.92404 19.14107 16.85168 16.83542 17.09612 17.49605
53.19133 -27.75270 19.41872 19.59887 19.42325 19.28766 18.78654 17.65531 17.42628 17.58525
53.15844 -27.75267   nan   nan   nan   nan   nan   nan   nan   nan
53.18027 -27.75247 17.81038 17.86781 17.89000 17.86916 17.91747 17.38319 17.49529 17.89154
53.18377 -27.75240 19.62496 19.62853 19.42266 19.58671 17.48243 17.35432 17.43380 17.91383
53.16410 -27.75239 19.44823 19.41908 19.46114 19.45799 19.30575 18.20797 18.21091 18.09244
