SMILES_ID RA Dec FWHM_F560W FWHM_F1500W FWHM_F2100W F1500W F2100W F1500W-F2100W
485.0 53.10779 -27.83889 2.0024521936963886 2.597853203030633 2.7613884082151494 12.29781 12.4787 -0.18088999999999977
490.0 53.12737 -27.83862 1.0948795168941385 1.4545294874685475 1.8442333476516812 14.39971 14.2227 0.177010000000001
491.0 53.0932 -27.83847 1.252961299670909 1.3843087235679232 1.8051116544571413 15.14673 14.31093 0.835799999999999
492.0 53.15805 -27.83845 1.0855127226079702 1.5431794222157604 1.873206325731254 15.75814 15.2617 0.49643999999999977
497.0 53.11399 -27.83783 2.041091865162161 2.0384266987939914 2.196479325858313 13.05957 12.27516 0.7844100000000012
499.0 53.09437 -27.83764 1.3390564890305434 1.5185431757561372 1.7347990947213778 14.74394 13.39723 1.3467099999999999
504.0 53.15573 -27.8372 0.760426117099794 1.2197277250968686 1.374686203565928 15.48417 14.16374 1.32043
509.0 53.16481 -27.83697 0.4696615321991096 0.9507201519944032 1.1715827196750557 15.34052 14.53525 0.8052700000000002
511.0 53.14832 -27.83692 1.0293224325942176 1.8774946285298315 1.9175056058223168 17.556 14.75332 2.8026800000000005
517.0 53.10232 -27.83625 0.5118583057986527 0.9741017829864717 1.3095040296335916 15.70964 13.22749 2.4821500000000007
520.0 53.14187 -27.83605 1.389832700728708 1.7191167091774366 2.0215995908623117 15.52967 14.32774 1.201929999999999
525.0 53.15543 -27.83588 0.763532472720006 1.2526737847311562 1.5522902305297221 13.35736 13.50152 -0.1441599999999994
531.0 53.14406 -27.83518 0.7851895334006018 1.0797594025959973 1.5177628540718346 16.99693 16.63127 0.3656599999999983
533.0 53.10938 -27.83495 1.0768999456964072 1.6135119620352025 1.9612281075944094 13.07538 13.65452 -0.5791400000000007
536.0 53.10873 -27.83481 0.8337610801908976 1.4172616026517513 1.7274366560820047 17.72361 17.25991 0.46369999999999933
537.0 53.14364 -27.83478 0.806144976769957 1.0715296860415227 1.4619361079659798 14.72965 11.90379 2.8258599999999987
539.0 53.15165 -27.83475 2.611322577891559 2.1782013975640484 2.1663194659471112 19.96253 16.802 3.1605300000000014
540.0 53.13159 -27.83468 1.1658515823388511 1.6796324201818291 1.8612274378833147 14.85257 13.59148 1.2610899999999994
542.0 53.12716 -27.83463 0.7385345883630392 1.1280958718048608 1.3467411233068662 15.95165 15.02571 0.9259400000000007
544.0 53.15021 -27.83459 0.7229757084215199 1.114428663378566 1.5233208232327418 15.97472 14.58438 1.3903400000000001
546.0 53.1525 -27.83439 1.4442924006176845 1.8877221670504494 2.147941044197875 14.65092 13.95753 0.6933899999999991
547.0 53.10543 -27.83426 0.8950136942227495 0.499696150283661 0.6969309530953276 18.20476 16.63275 1.5720099999999988
553.0 53.1109 -27.83394 1.2926170246634918 1.53040384702084 1.7216837931842939 13.4117 12.44317 0.9685299999999994
